cedula,constante,BM2,BM2orig,rmo_mayor_venc_dispromax,rmo_promed_venc_dispromax,Hombre,DR_nro_cargas,Edad,salario,Primaria,Secundaria,Universitaria,Sindato_educ,policia,cabo2do,cabo1ero,sgto_y_subof,oficiales,pensionadojubilado,otrasprofesiones,casado,divorciado,separado,soltero,union_libre,viudo,consumo,vivienda,micro,rmo_monto_entregado,rmo_plazo,producto,SaldosHoyXVCONS,SaldosHoyVencCONS,SaldosHoyCastCONS,SaldosHoyDemCONS,SaldosHoyXVVIV,SaldosHoyVencVIV,SaldosHoyCastVIV,SaldosHoyDemVIV,SaldosHoyXVMIC,SaldosHoyVencMIC,SaldosHoyCastMIC,SaldosHoyDemMIC,SaldosHoyXVTC,SaldosHoyVencTC,SaldosHoyCastTC,SaldosHoyDemTC,SaldosHoyXVSS,SaldosHoyVencSS,SaldosHoyCastSS,SaldosHoyDemSS,NroTCActivasHoy,NroCredConsumoHoy,SaldosFinancieroHoy,SaldosFinanciero3M,CuotasFinancieroHoy,CuotasTCHoy,CuotasSSHoy,NroOpFinancieroHoy,NroOpFinanciero12M,EstCartBancosAlDia,EstCartBancos.30castodem,EstCartBancosHis.30castodem,EstCartCoopRegHoy,EstCartCoopReg.30castodem,EstCartCoopregHis.30castodem,EstCartCoopNoRegHoy,EstCartCoopNoReg.30castodem,EstCartHisCoopNoReg.30ocastodem,EstCartOtrIFISHoy,EstCartOtrIFIS.30castodem,EstCartHisOtrIFIS.30castodem,EstCartSSAlDia,EstCartSSMora.30castodem,EstCartHisSS.30castodem,EstCartBancosAlDiatiene,EstCartBancos.30castodemtiene,EstCartBancosHis.30castodemtiene,EstCartCoopRegHoytiene,EstCartCoopReg.30castodemtiene,EstCartCoopregHis.30castodemtiene,EstCartCoopNoRegHoytiene,EstCartCoopNoReg.30castodemtiene,EstCartHisCoopNoReg.30ocastodemtiene,EstCartOtrIFISHoytiene,EstCartOtrIFIS.30castodemtiene,EstCartHisOtrIFIS.30castodemtiene,EstCartSSAlDiatiene,EstCartSSMora.30castodemtiene,EstCartHisSS.30castodemtiene,Tieneretrasohoy,tieneretrasohis,tieneretraso,tienessaldovencidohoy,salariomas1000,decil,PRE_1,saldo_tot31122012,saldo_ven31122012,saldoAlCorte
A9732,1,1,1,0,0,0,0,25,527.07,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,5000,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil10,0.94887,0,0,5000
A9733,1,0,1,0,0,1,0,32,473.66,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,200,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil9,0.92527,0,0,200
A9734,1,0,1,9,7,1,1,32,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,410,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,decil6,0.90252,0,0,410
A9735,1,0,0,38,8,1,2,28,366.21,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,700,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.77,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,decil2,0.83288,0,0,700
A9736,1,0,1,0,0,1,1,30,70,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,4500,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.77,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil6,0.89836,0,0,4500
A9737,1,0,1,14,8,1,1,32,353.07,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,700,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251.12,0,0,145.44,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil2,0.81436,0,0,700
A9738,1,0,1,9,6,1,3,31,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,310,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3485.19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,decil2,0.8088,0,0,310
A9739,1,0,0,44,16,1,1,28,434.19,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,500,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,decil2,0.80127,0,0,500
A9740,1,0,0,35,9,1,1,29,70,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,420,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil9,0.9282,0,0,420
A9741,1,1,1,19,8,1,0,27,303.41,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,700,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil10,0.94416,0,0,700
A9742,1,0,1,1,0,1,1,35,651.95,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,300,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,decil10,0.93096,0,0,300
A9743,1,0,0,108,33,1,0,26,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,212,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737.73,0,0,138.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.84436,0,0,212
A9744,1,0,1,9,7,1,1,29,663.79,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,400,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.89442,0,0,400
A9745,1,1,1,6,1,1,1,27,-330.87,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5000,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.86359,0,0,5000
A9746,1,0,0,61,4,1,2,38,88.14,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,2000,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,280.73,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,decil1,0.59106,0,0,2000
A9747,1,0,0,39,7,1,0,48,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.91,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil1,0.7886,821.36,0,5000
A9748,1,0,0,98,32,1,2,30,70,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,710,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.19,0,0,240.97,0,3,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,decil1,0.78827,0,0,710
A9749,1,1,1,14,5,1,1,29,776.11,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,770,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4255.73,0,0,167.47,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil3,0.86469,0,0,770
A9750,1,0,1,10,2,1,0,38,448.7,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,570,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil9,0.9287,0,0,570
A9751,1,0,1,10,2,1,2,29,181.05,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559.47,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil1,0.70936,0,0,5000
A9752,1,0,0,38,12,1,2,29,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,280,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.89127,0,0,280
A9753,1,0,1,9,5,1,2,30,226.09,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,420,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.04,0,0,315.73,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.89127,0,0,420
A9754,1,0,1,5,0,1,0,27,374.04,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1200,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4499.7,0,0,139.7,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,decil2,0.81365,0,0,1200
A9755,1,0,1,6,3,1,1,31,179.92,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,750,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3896.95,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil7,0.9097,0,0,750
A9756,1,0,0,30,1,1,0,25,70,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5000,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925.91,0,0,98.32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.88611,0,0,5000
A9757,1,0,0,36,10,1,2,29,464.86,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,380,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil8,0.91796,0,0,380
A9758,1,0,0,39,11,1,5,62,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,620,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.84573,0,0,620
A9759,1,0,1,15,2,1,1,28,500.87,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,decil1,0.73383,0,0,5000
A9760,1,1,1,8,3,1,2,60,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,600,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.74,0,0,126.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.8918,0,0,600
A9761,1,0,0,42,12,0,1,42,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.84268,0,0,5000
A9762,1,0,0,35,10,1,1,26,360.86,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,280,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895.48,0,0,142.19,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil2,0.82067,0,0,280
A9763,1,1,1,9,5,1,2,47,636.06,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,820,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195.06,0,0,451.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.87789,0,0,820
A9764,1,0,1,7,2,1,2,26,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,700,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735.58,0,0,291.5,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,decil1,0.77385,0,0,700
A9765,1,1,0,35,3,1,2,29,314.47,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,376.37,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil9,0.92567,0,0,376.37
A9766,1,0,0,36,10,0,0,30,465.66,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,380,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil10,0.93783,0,0,380
A9767,1,0,1,12,1,0,1,44,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.44,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil1,0.69994,0,0,5000
A9768,1,1,1,10,2,1,2,29,181.05,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,690,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559.47,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil1,0.77385,0,0,690
A9769,1,0,0,69,11,1,0,31,479.96,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,560,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22066.46,0,0,356.95,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,decil1,0.74404,0,0,560
A9770,1,0,0,38,4,1,3,29,440.11,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,450,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.89172,0,0,450
A9771,1,0,0,36,18,1,1,30,617.49,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,280,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil8,0.9164,0,0,280
A9772,1,0,1,5,1,1,1,28,70,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,290,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325.54,0,0,233.11,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,decil3,0.83803,0,0,290
A9773,1,0,0,33,8,0,0,31,644.95,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,380,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,decil3,0.85791,0,0,380
A9774,1,0,0,37,4,1,0,26,143.21,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,693,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil7,0.91273,0,0,693
A9775,1,0,0,89,20,1,0,32,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5000,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.07,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,decil1,0.74289,0,0,5000
A9776,1,0,1,8,6,1,1,31,546.95,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,300,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil7,0.91311,0,0,300
A9777,1,0,1,10,3,1,1,26,598.12,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,280,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,decil2,0.83496,0,0,280
A9778,1,0,0,59,4,1,1,28,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.86359,0,0,5000
A9779,1,0,0,37,14,1,1,33,1157.42,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,410,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835.38,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,decil7,0.909,0,0,410
A9780,1,0,1,8,6,1,1,31,546.95,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,200,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil7,0.91311,0,0,200
A9781,1,0,1,9,3,1,0,28,551.78,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,500,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,decil2,0.81997,0,0,500
A9782,1,1,1,8,2,1,2,30,317.77,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,290,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.47,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil6,0.90294,0,0,290
A9783,1,0,0,89,29,1,1,42,263.44,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,300,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil7,0.91311,0,0,300
A9784,1,1,1,8,0,1,1,30,-351.15,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,350,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil7,0.91311,0,0,350
A9785,1,1,1,10,3,1,2,30,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,550,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil10,0.94519,0,0,550
A9786,1,0,1,9,5,1,2,33,469.12,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,643.66,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil9,0.92567,0,0,643.66
A9787,1,1,1,0,0,0,2,28,428.26,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5000,24,3,4173.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2083.33,0,0,0,0,2,4173.58,4000,212.52,0,145.4,2,4,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,decil2,0.80651,0,0,5000
A9788,1,0,0,36,8,1,1,38,551.33,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,760,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17331.22,0,0,173.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil8,0.91377,0,0,760
A9789,1,0,1,5,1,1,2,29,-354.49,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,340,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil8,0.91647,0,0,340
A9790,1,0,0,45,13,1,1,28,242.46,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,300,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil10,0.93096,0,0,300
