NOM_PROV,COD_PROV,NOM_CANT,COD_CANT,PRODUCCION,CONSUMO_INTERMEDIO,VAB,YEAR,TIPO
CAÑAR,03,Déleg,0306,22396.9112149204,9076.64107613161,13320.2701387888,2010,Definitivo
CAÑAR,03,Suscal,0307,16552.628144428,6270.65802349,10281.970120938,2010,Definitivo
CARCHI,04,Tulcán,0401,495808.029012987,195959.64318935,299848.385823637,2010,Definitivo
CARCHI,04,Bolívar,0402,52274.2190053242,19850.8013413723,32423.4176639519,2010,Definitivo
CARCHI,04,Espejo,0403,60130.0544692116,22509.4910226939,37620.5634465177,2010,Definitivo
CARCHI,04,Mira,0404,41409.1196480276,15541.5861172065,25867.5335308211,2010,Definitivo
CARCHI,04,Montúfar,0405,112959.107119917,42319.1718026352,70639.9353172814,2010,Definitivo
CARCHI,04,San Pedro de Huaca,0406,34903.4013425924,18167.0311632586,16736.3701793338,2010,Definitivo
COTOPAXI,05,Latacunga,0501,1316432.54021772,551197.50506297,765235.035154753,2010,Definitivo
COTOPAXI,05,La Maná,0502,136205.998349995,50764.2809597684,85441.7173902263,2010,Definitivo
COTOPAXI,05,Pangua,0503,68473.6503682217,24748.9740601154,43724.6763081063,2010,Definitivo
COTOPAXI,05,Pujilí,0504,173085.449771096,63495.959900018,109589.489871078,2010,Definitivo
COTOPAXI,05,Salcedo,0505,274665.517939509,113018.812853329,161646.70508618,2010,Definitivo
COTOPAXI,05,Saquisilí,0506,74482.6157253512,30631.1266903676,43851.4890349836,2010,Definitivo
COTOPAXI,05,Sigchos,0507,44671.5192952727,16480.7071216153,28190.8121736574,2010,Definitivo
CHIMBORAZO,06,Riobamba,0601,1314662.61114173,545551.819810657,769110.791331073,2010,Definitivo
CHIMBORAZO,06,Alausí,0602,92216.1754195499,33920.2787263675,58295.8966931824,2010,Definitivo
CHIMBORAZO,06,Colta,0603,83555.6862966265,31157.0917473771,52398.5945492494,2010,Definitivo
CHIMBORAZO,06,Chambo,0604,46001.4821191701,18340.0784514656,27661.4036677045,2010,Definitivo
CHIMBORAZO,06,Chunchi,0605,40675.4358537782,14822.6478681437,25852.7879856346,2010,Definitivo
CHIMBORAZO,06,Guamote,0606,81071.5143527542,29895.9768577586,51175.5374949955,2010,Definitivo
CHIMBORAZO,06,Guano,0607,128412.194262067,51285.2761160182,77126.9181460483,2010,Definitivo
CHIMBORAZO,06,Pallatanga,0608,32342.6267313806,12343.9878849622,19998.6388464184,2010,Definitivo
CHIMBORAZO,06,Penipe,0609,26386.8339541329,9531.6709550202,16855.1629991127,2010,Definitivo
CHIMBORAZO,06,Cumandá,0610,44169.9385528363,17243.0681474974,26926.8704053388,2010,Definitivo
EL ORO,07,Machala,0701,1687052.64286685,653844.509600313,1033208.13326654,2010,Definitivo
EL ORO,07,Arenillas,0702,117775.267502103,51271.1460184662,66504.1214836371,2010,Definitivo
EL ORO,07,Atahualpa,0703,27758.8975767298,11585.0931019764,16173.8044747534,2010,Definitivo
EL ORO,07,Balsas,0704,35037.1496247532,15352.0890313726,19685.0605933805,2010,Definitivo
EL ORO,07,Chilla,0705,10603.114012099,5073.1153072276,5529.99870487142,2010,Definitivo
EL ORO,07,El Guabo,0706,388863.621996279,165733.690307001,223129.931689278,2010,Definitivo
EL ORO,07,Huaquillas,0707,151670.28816278,55002.7334886302,96667.5546741502,2010,Definitivo
EL ORO,07,Marcabelí,0708,21369.5767328827,9418.63153858506,11950.9451942976,2010,Definitivo
EL ORO,07,Pasaje,0709,324227.477157945,125292.986694406,198934.490463539,2010,Definitivo
EL ORO,07,Piñas,0710,116303.473713334,44705.8425161388,71597.6311971952,2010,Definitivo
EL ORO,07,Portovelo,0711,68818.7748120316,25280.9073110437,43537.8675009878,2010,Definitivo
EL ORO,07,Santa Rosa,0712,479057.758622431,205370.600567438,273687.158054993,2010,Definitivo
EL ORO,07,Zaruma,0713,94402.2447513733,38267.8147939649,56134.4299574084,2010,Definitivo
EL ORO,07,Las Lajas,0714,15817.4111914819,7556.20344075201,8261.20775072987,2010,Definitivo
ESMERALDAS,08,Esmeraldas,0801,821903.237914595,294113.489122704,527789.748791891,2010,Definitivo
ESMERALDAS,08,Eloy Alfaro,0802,105084.626337484,31638.1630738473,73446.4632636368,2010,Definitivo
ESMERALDAS,08,Muisne,0803,64108.8592340248,19984.9067438407,44123.9524901842,2010,Definitivo
ESMERALDAS,08,Quinindé,0804,750756.40973345,292915.061685304,457841.348048146,2010,Definitivo
ESMERALDAS,08,San Lorenzo,0805,102145.397453984,31547.4411631083,70597.956290876,2010,Definitivo
ESMERALDAS,08,Atacames,0806,181596.451396425,67643.1362393697,113953.315157055,2010,Definitivo
ESMERALDAS,08,Rioverde,0807,73916.5170279378,22093.4484440018,51823.068583936,2010,Definitivo
ESMERALDAS,09,La Concordia,0808,248488.804016087,75287.3393737203,173201.464642367,2010,Definitivo
GUAYAS,09,Guayaquil,0901,23831045.5617365,11075302.6440309,12755742.9177056,2010,Definitivo
GUAYAS,09,Alfredo Baquerizo Moreno,0902,85875.0384983974,36996.5386654782,48878.4998329191,2010,Definitivo
GUAYAS,09,Balao,0903,192616.006416772,67691.016561324,124924.989855448,2010,Definitivo
GUAYAS,09,Balzar,0904,137083.610512737,47408.4319989881,89675.1785137493,2010,Definitivo
GUAYAS,09,Colimes,0905,66575.5270123621,26489.1716262965,40086.3553860657,2010,Definitivo
GUAYAS,09,Daule,0906,520801.821308488,169803.567728458,350998.25358003,2010,Definitivo
GUAYAS,09,Durán,0907,1931562.13379479,1070563.8709802,860998.262814585,2010,Definitivo
GUAYAS,09,El Empalme,0908,196932.571331393,79506.7173659435,117425.85396545,2010,Definitivo
GUAYAS,09,El Triunfo,0909,251269.189339585,92065.3168775538,159203.872462031,2010,Definitivo
GUAYAS,09,Milagro,0910,693215.370244554,254768.301959976,438447.068284579,2010,Definitivo
GUAYAS,09,Naranjal,0911,456316.799370711,174130.05780662,282186.741564091,2010,Definitivo
GUAYAS,09,Naranjito,0912,119441.78404894,42329.4789691351,77112.3050798047,2010,Definitivo
GUAYAS,09,Palestina,0913,63922.8586032858,29733.1956099595,34189.6629933264,2010,Definitivo
GUAYAS,09,Pedro Carbo,0914,94095.3981223888,37641.1569259909,56454.2411963979,2010,Definitivo
GUAYAS,09,Samborondón,0916,579535.201802904,184781.497691766,394753.704111137,2010,Definitivo
GUAYAS,09,Santa Lucía,0918,69518.5897616111,25912.6688303961,43605.920931215,2010,Definitivo
GUAYAS,09,Salitre (Urbina Jado),0919,98701.5498866985,34706.9998514022,63994.5500352964,2010,Definitivo
GUAYAS,09,Yaguachi,0920,238467.073592035,90091.1710915191,148375.902500516,2010,Definitivo
GUAYAS,09,Playas (General Villamil),0921,117874.632131323,44158.6215380288,73716.0105932946,2010,Definitivo
GUAYAS,09,Simón Bolívar,0922,161133.425969247,66879.6886980169,94253.7372712305,2010,Definitivo
GUAYAS,09,Coronel Marcelino Maridueña,0923,264170.21698704,116493.884114715,147676.332872325,2010,Definitivo
GUAYAS,09,Lomas De Sargentillo,0924,36714.9209032597,14237.400056927,22477.5208463328,2010,Definitivo
GUAYAS,09,Nobol,0925,46964.1909615675,16569.7974605881,30394.3935009794,2010,Definitivo
GUAYAS,09,General Antonio Elizalde,0927,34981.6041471808,12446.562720645,22535.0414265358,2010,Definitivo
GUAYAS,09,Isidro Ayora,0928,30668.4527361036,10887.6190921119,19780.8336439917,2010,Definitivo
IMBABURA,10,Ibarra,1001,1248758.63234641,492402.950652668,756355.68169374,2010,Definitivo
IMBABURA,10,Antonio Ante,1002,268546.282236911,130333.552445748,138212.729791163,2010,Definitivo
IMBABURA,10,Cotacachi,1003,135918.196986925,49156.4457100446,86761.7512768808,2010,Definitivo
IMBABURA,10,Otavalo,1004,450499.242233329,181577.842911251,268921.399322078,2010,Definitivo
IMBABURA,10,Pimampiro,1005,33385.6343924282,12382.7503746699,21002.8840177583,2010,Definitivo
IMBABURA,10,San Miguel De Urcuquí,1006,88411.2551384782,31606.6019722904,56804.6531661878,2010,Definitivo
LOJA,11,Loja,1101,1429094.8591039,541264.933042649,887829.926061253,2010,Definitivo
LOJA,11,Calvas,1102,63897.0153012364,22010.9224677861,41886.0928334504,2010,Definitivo
LOJA,11,Catamayo,1103,124813.556250862,55493.9847912943,69319.5714595682,2010,Definitivo
LOJA,11,Celica,1104,40698.1808982967,16543.4247806347,24154.756117662,2010,Definitivo
LOJA,11,Chaguarpamba,1105,27111.4703866007,10425.2023145982,16686.2680720025,2010,Definitivo
LOJA,11,Espíndola,1106,32437.2266205794,11271.8592615811,21165.3673589983,2010,Definitivo
LOJA,11,Gonzanamá,1107,39341.3147256989,14628.7157167011,24712.5990089978,2010,Definitivo
LOJA,11,Macará,1108,58040.6658310627,20959.364420151,37081.3014109117,2010,Definitivo
LOJA,11,Paltas,1109,60918.0408788085,22121.7569038518,38796.2839749567,2010,Definitivo
LOJA,11,Puyango,1110,46596.7620879831,17065.3827768306,29531.3793111525,2010,Definitivo
LOJA,11,Saraguro,1111,69602.8868359933,25007.5925677682,44595.2942682251,2010,Definitivo
LOJA,11,Sozoranga,1112,19529.6193604365,7415.72749914172,12113.8918612948,2010,Definitivo
LOJA,11,Zapotillo,1113,24350.3594525242,9020.40289888451,15329.9565536397,2010,Definitivo
LOJA,11,Pindal,1114,18907.9192024477,6971.90479519269,11936.014407255,2010,Definitivo
LOJA,11,Quilanga,1115,16396.8318601661,6330.75928556518,10066.0725746009,2010,Definitivo
LOJA,11,Olmedo,1116,17236.4802164432,6340.64506165018,10895.835154793,2010,Definitivo
LOS RÍOS,12,Babahoyo,1201,849312.650758736,304570.04833905,544742.602419686,2010,Definitivo
LOS RÍOS,12,Baba,1202,201637.079084232,62306.8800485795,139330.199035652,2010,Definitivo
LOS RÍOS,12,Montalvo,1203,114806.666674222,42812.1098798136,71994.556794408,2010,Definitivo
LOS RÍOS,12,Puebloviejo,1204,201752.771251288,67028.6517500225,134724.119501265,2010,Definitivo
LOS RÍOS,12,Quevedo,1205,992443.323962388,393979.042957764,598464.281004624,2010,Definitivo
LOS RÍOS,12,Urdaneta,1206,111993.805045959,36774.6690648505,75219.1359811089,2010,Definitivo
LOS RÍOS,12,Ventanas,1207,308420.730851172,105291.055423821,203129.675427352,2010,Definitivo
LOS RÍOS,12,Vinces,1208,184776.109500829,62298.4415569357,122477.667943893,2010,Definitivo
LOS RÍOS,12,Palenque,1209,64531.31838668,21050.8239836123,43480.4944030678,2010,Definitivo
LOS RÍOS,12,Buena Fé,1210,249754.678564868,81652.6662257955,168102.012339072,2010,Definitivo
LOS RÍOS,12,Valencia,1211,290955.250829438,87109.1201943345,203846.130635104,2010,Definitivo
LOS RÍOS,12,Mocache,1212,139202.588472187,43509.6286528009,95692.9598193859,2010,Definitivo
LOS RÍOS,12,Quinsaloma,1213,18597.8538676309,6256.8972328632,12340.9566347677,2010,Definitivo
MANABÍ,13,Portoviejo,1301,1665859.08387571,626296.432347749,1039562.65152796,2010,Definitivo
MANABÍ,13,Bolívar,1302,124125.54032618,45581.9472881828,78543.5930379971,2010,Definitivo
MANABÍ,13,Chone,1303,309990.387050343,113553.887004273,196436.50004607,2010,Definitivo
MANABÍ,13,El Carmen,1304,201770.345689255,73085.5036541752,128684.84203508,2010,Definitivo
MANABÍ,13,Flavio Alfaro,1305,69378.1673252705,26454.6607378593,42923.5065874112,2010,Definitivo
MANABÍ,13,Jipijapa,1306,178008.706010488,60950.5584773938,117058.147533094,2010,Definitivo
MANABÍ,13,Junín,1307,230816.625770661,94176.899259325,136639.726511336,2010,Definitivo
MANABÍ,13,Manta,1308,1814851.37227493,829175.051077193,985676.321197742,2010,Definitivo
MANABÍ,13,Montecristi,1309,898783.351253064,537194.052590467,361589.298662597,2010,Definitivo
MANABÍ,13,Paján,1310,75147.1433400138,27613.3288611197,47533.814478894,2010,Definitivo
MANABÍ,13,Pichincha,1311,61641.916489215,23398.3555544961,38243.5609347189,2010,Definitivo
MANABÍ,13,Rocafuerte,1312,60227.2295475902,21129.5418777856,39097.6876698046,2010,Definitivo
MANABÍ,13,Santa Ana,1313,91863.8602439379,33578.7014094378,58285.1588345001,2010,Definitivo
MANABÍ,13,Sucre,1314,230952.08662235,103491.850762422,127460.235859928,2010,Definitivo
MANABÍ,13,Tosagua,1315,134789.076569885,52566.8466938548,82222.2298760301,2010,Definitivo
MANABÍ,13,24 De Mayo,1316,47653.0283253296,17465.7292111846,30187.299114145,2010,Definitivo
MANABÍ,13,Pedernales,1317,137421.120275197,52616.1555881835,84804.964687014,2010,Definitivo
MANABÍ,13,Olmedo,1318,21729.5933082511,8084.69194948385,13644.9013587672,2010,Definitivo
MANABÍ,13,Puerto López,1319,72465.8897130535,27684.8168492153,44781.0728638382,2010,Definitivo
MANABÍ,13,Jama,1320,39071.3751818084,15290.7786995741,23780.5964822343,2010,Definitivo
MANABÍ,13,Jaramijó,1321,65493.9023994708,33313.3796114564,32180.5227880145,2010,Definitivo
MANABÍ,13,San Vicente,1322,64072.6393662368,24547.169366314,39525.4699999228,2010,Definitivo
MORONA SANTIAGO,14,Morona,1401,192034.004264378,69356.8464093702,122677.157855007,2010,Definitivo
MORONA SANTIAGO,14,Gualaquiza,1402,49906.0641244491,18878.4452800943,31027.6188443548,2010,Definitivo
MORONA SANTIAGO,14,Limón-Indanza,1403,33129.0452784463,13034.0338732775,20095.0114051688,2010,Definitivo
MORONA SANTIAGO,14,Palora,1404,20084.084326113,6959.87256667387,13124.2117594391,2010,Definitivo
MORONA SANTIAGO,14,Santiago,1405,25500.4895916564,9765.9454232857,15734.5441683707,2010,Definitivo
MORONA SANTIAGO,14,Sucúa,1406,67017.6752726813,24835.8906522102,42181.7846204711,2010,Definitivo
MORONA SANTIAGO,14,Huamboya,1407,14870.2910514045,5418.84792914516,9451.44312225931,2010,Definitivo
MORONA SANTIAGO,14,San Juan Bosco,1408,16166.4040054739,6956.53854349098,9209.86546198295,2010,Definitivo
MORONA SANTIAGO,14,Taisha,1409,21552.5157761958,6727.3226405562,14825.1931356396,2010,Definitivo
MORONA SANTIAGO,14,Logroño,1410,11720.1626333181,4273.05753812948,7447.10509518863,2010,Definitivo
MORONA SANTIAGO,14,Pablo VI,1411,6272.86199111111,2134.55136102825,4138.31063008286,2010,Definitivo
MORONA SANTIAGO,14,Tiwintza,1412,16957.7671108883,5896.42824047025,11061.3388704181,2010,Definitivo
NAPO,15,Tena,1501,236193.166282068,74346.3983024886,161846.767979579,2010,Definitivo
NAPO,15,Archidona,1502,53067.2074824861,17511.4654554555,35555.7420270306,2010,Definitivo
NAPO,15,El Chaco,1503,31866.1896304274,13506.4790130272,18359.7106174002,2010,Definitivo
NAPO,15,Quijos,1504,35363.4532379698,12172.4633756587,23190.989862311,2010,Definitivo
NAPO,15,Carlos Julio Arosemena Tola,1505,15162.4571662472,5200.28385191384,9962.17331433334,2010,Definitivo
PASTAZA,16,Pastaza,1601,309172.466837523,116728.582376421,192443.884461102,2010,Definitivo
PASTAZA,16,Mera,1602,41202.5745668464,14635.85629686,26566.7182699864,2010,Definitivo
PASTAZA,16,Santa Clara,1603,17245.0283866439,5674.29058655803,11570.7378000858,2010,Definitivo
PASTAZA,16,Arajuno,1604,21854.0008650232,6723.98685574778,15130.0140092754,2010,Definitivo
PICHINCHA,17,Quito,1701,27320533.3700093,12536662.9520579,14783870.4179514,2010,Definitivo
PICHINCHA,17,Cayambe,1702,851072.421904591,325268.216775878,525804.205128713,2010,Definitivo
PICHINCHA,17,Mejía,1703,584912.898757942,246872.642662933,338040.256095009,2010,Definitivo
PICHINCHA,17,Pedro Moncayo,1704,181781.262514813,67078.9396873159,114702.322827497,2010,Definitivo
PICHINCHA,17,Rumiñahui,1705,874349.324064191,403258.520415022,471090.803649169,2010,Definitivo
PICHINCHA,17,San Miguel De Los Bancos,1707,73492.3430901054,28031.058774164,45461.2843159414,2010,Definitivo
PICHINCHA,17,Pedro Vicente Maldonado,1708,38400.821638349,13429.32770801,24971.493930339,2010,Definitivo
PICHINCHA,17,Puerto Quito,1709,232468.340724323,86639.037719006,145829.303005317,2010,Definitivo
TUNGURAHUA,18,Ambato,1801,2452129.04804871,1070124.46549721,1382004.5825515,2010,Definitivo
TUNGURAHUA,18,Baños,1802,244194.833527388,141313.971696037,102880.861831351,2010,Definitivo
TUNGURAHUA,18,Cevallos,1803,33358.7608158448,15216.8343987949,18141.9264170499,2010,Definitivo
TUNGURAHUA,18,Mocha,1804,19041.5737827314,7887.64031879125,11153.9334639402,2010,Definitivo
TUNGURAHUA,18,Patate,1805,45727.7787124534,19940.0388706057,25787.7398418477,2010,Definitivo
TUNGURAHUA,18,Quero,1806,43241.234535505,17192.9239588438,26048.3105766612,2010,Definitivo
TUNGURAHUA,18,San Pedro De Pelileo,1807,231543.505032308,101128.365478124,130415.139554183,2010,Definitivo
TUNGURAHUA,18,Santiago De Píllaro,1808,144975.372432544,63319.2881282057,81656.0843043382,2010,Definitivo
TUNGURAHUA,18,Tisaleo,1809,25077.5851256286,10302.708473655,14774.8766519735,2010,Definitivo
ZAMORA CHINCHIPE,19,Zamora,1901,140788.385162025,46966.3867113522,93821.998450673,2010,Definitivo
ZAMORA CHINCHIPE,19,Chinchipe,1902,21934.3451168253,7164.12789702984,14770.2172197955,2010,Definitivo
ZAMORA CHINCHIPE,19,Nangaritza,1903,13748.4161626794,4840.89065884267,8907.52550383673,2010,Definitivo
ZAMORA CHINCHIPE,19,Yacuambí,1904,15480.4985616304,5323.41149086384,10157.0870707666,2010,Definitivo
ZAMORA CHINCHIPE,19,Yanzatza,1905,64933.1929007721,22771.882973543,42161.309927229,2010,Definitivo
ZAMORA CHINCHIPE,19,El Pangui,1906,23765.1809966845,8810.8658913357,14954.3151053488,2010,Definitivo
ZAMORA CHINCHIPE,19,Centinela Del Cóndor,1907,15012.6614034908,5412.47833183879,9600.18307165199,2010,Definitivo
ZAMORA CHINCHIPE,19,Palanda,1908,17662.1307895625,6636.53271697227,11025.5980725902,2010,Definitivo
ZAMORA CHINCHIPE,19,Paquisha,1909,7980.94015805397,2518.61151983077,5462.3286382232,2010,Definitivo
GALÁPAGOS,20,San Cristóbal,2001,97969.757992054,34023.9256973454,63945.8322947086,2010,Definitivo
GALÁPAGOS,20,Isabela,2002,23687.866858199,8814.5888506473,14873.2780075517,2010,Definitivo
GALÁPAGOS,20,Santa Cruz,2003,173903.265010871,68332.9520779538,105570.312932917,2010,Definitivo
SUCUMBÍOS,21,Lago Agrio,2101,427992.069972142,145116.218292225,282875.851679917,2010,Definitivo
SUCUMBÍOS,21,Gonzalo Pizarro,2102,25102.9477766181,9254.72745834814,15848.22031827,2010,Definitivo
SUCUMBÍOS,21,Putumayo,2103,18307.2634041096,6018.94705183629,12288.3163522733,2010,Definitivo
SUCUMBÍOS,21,Shushufindi,2104,120418.257851652,40447.618298196,79970.6395534556,2010,Definitivo
SUCUMBÍOS,21,Sucumbíos,2105,10375.5013566301,3256.25248622407,7119.24887040602,2010,Definitivo
SUCUMBÍOS,21,Cascales,2106,28623.17790124,9618.90168002011,19004.2762212199,2010,Definitivo
SUCUMBÍOS,21,Cuyabeno,2107,22078.9402393882,7173.00016351143,14905.9400758768,2010,Definitivo
ORELLANA,22,Orellana,2201,270242.484264078,96491.80397368,173750.680290397,2010,Definitivo
ORELLANA,22,Aguarico,2202,20315.0501063609,9199.45722512726,11115.5928812336,2010,Definitivo
ORELLANA,22,La Joya De Los Sachas,2203,108387.806402947,34272.3529916073,74115.4534113393,2010,Definitivo
ORELLANA,22,Loreto,2204,48754.7110571666,14784.7638185336,33969.947238633,2010,Definitivo
SANTO DOMINGO,23,Santo Domingo,2301,2058063.75286068,948750.589989967,1109313.16287071,2010,Definitivo
SANTA ELENA,24,Santa Elena,2401,577905.865081553,219339.810116215,358566.054965338,2010,Definitivo
SANTA ELENA,24,La Libertad,2402,458915.220339905,177847.734673528,281067.485666377,2010,Definitivo
SANTA ELENA,24,Salinas,2403,450256.140841322,172137.22685421,278118.913987112,2010,Definitivo
AZUAY,01,Cuenca,0101,5902624.17450794,2692725.97786414,3209898.1966438,2011,Definitivo
AZUAY,01,Girón,0102,37663.1832371762,15664.7753156889,21998.4079214872,2011,Definitivo
AZUAY,01,Gualaceo,0103,131920.988360804,50553.2597516998,81367.7286091038,2011,Definitivo
AZUAY,01,Nabón,0104,34212.7748110996,14450.8727074634,19761.9021036362,2011,Definitivo
AZUAY,01,Paute,0105,161641.616340474,75577.4438608043,86064.1724796701,2011,Definitivo
AZUAY,01,Pucará,0106,20454.4784160369,7800.09698145291,12654.381434584,2011,Definitivo
AZUAY,01,San Fernando,0107,21225.1146072333,9855.21011116978,11369.9044960636,2011,Definitivo
AZUAY,01,Santa Isabel,0108,69313.2989080886,29232.5554564951,40080.7434515935,2011,Definitivo
AZUAY,01,Sigsig,0109,61859.2312453809,24511.3065171288,37347.924728252,2011,Definitivo
AZUAY,01,Oña,0110,12824.1715447723,5659.9622178353,7164.20932693702,2011,Definitivo
AZUAY,01,Chordeleg,0111,28007.7248404511,11205.6413091171,16802.0835313339,2011,Definitivo
AZUAY,01,El Pan,0112,14694.5097619959,6246.30985801698,8448.19990397889,2011,Definitivo
AZUAY,01,Sevilla De Oro,0113,489137.802719806,347062.319243668,142075.483476138,2011,Definitivo
AZUAY,01,Guachapala,0114,16941.0467238147,7810.47269364701,9130.5740301677,2011,Definitivo
AZUAY,01,Camilo Ponce Enríquez,0115,38303.6378275583,14849.0421072475,23454.5957203108,2011,Definitivo
BOLÍVAR,02,Guaranda,0201,409347.849054946,150461.15151517,258886.697539776,2011,Definitivo
BOLÍVAR,02,Chillanes,0202,37701.1249255745,13106.1203509295,24595.004574645,2011,Definitivo
BOLÍVAR,02,Chimbo,0203,44171.5402159195,16765.9607118863,27405.5795040332,2011,Definitivo
BOLÍVAR,02,Echeandía,0204,38890.1101129854,13618.1267171245,25271.9833958609,2011,Definitivo
BOLÍVAR,02,San Miguel,0205,58652.9298078227,19493.0256964426,39159.9041113801,2011,Definitivo
BOLÍVAR,02,Caluma,0206,45545.1282356257,17261.8027431419,28283.3254924838,2011,Definitivo
BOLÍVAR,02,Las Naves,0207,20535.014525963,8118.19843100385,12416.8160949591,2011,Definitivo
CAÑAR,03,Azogues,0301,484514.684266024,196051.527615099,288463.156650925,2011,Definitivo
CAÑAR,03,Biblián,0302,100615.980127681,42875.6033848468,57740.3767428347,2011,Definitivo
CAÑAR,03,Cañar,0303,195493.733896106,79939.6053443678,115554.128551738,2011,Definitivo
CAÑAR,03,La Troncal,0304,546153.399180478,263673.193353165,282480.205827313,2011,Definitivo
CAÑAR,03,El Tambo,0305,56413.5394244219,23159.157871051,33254.3815533709,2011,Definitivo
CAÑAR,03,Déleg,0306,30519.2027210848,13173.6748018857,17345.5279191991,2011,Definitivo
CAÑAR,03,Suscal,0307,20518.9037560899,8430.16417422802,12088.7395818619,2011,Definitivo
CARCHI,04,Tulcán,0401,541503.825857311,216549.326431453,324954.499425858,2011,Definitivo
CARCHI,04,Bolívar,0402,65367.8268110435,27600.4644964195,37767.362314624,2011,Definitivo
CARCHI,04,Espejo,0403,65530.4031986036,25665.2737623474,39865.1294362562,2011,Definitivo
CARCHI,04,Mira,0404,46787.9193203543,18228.53574756,28559.3835727943,2011,Definitivo
CARCHI,04,Montúfar,0405,129348.57509489,50991.0930403945,78357.4820544959,2011,Definitivo
CARCHI,04,San Pedro de Huaca,0406,36452.8123583934,18565.5654136806,17887.2469447128,2011,Definitivo
COTOPAXI,05,Latacunga,0501,1526252.28989419,643847.19240698,882405.097487212,2011,Definitivo
COTOPAXI,05,La Maná,0502,137899.907100945,50661.7721143419,87238.1349866027,2011,Definitivo
COTOPAXI,05,Pangua,0503,72327.097031173,26721.9442268441,45605.1528043289,2011,Definitivo
COTOPAXI,05,Pujilí,0504,145901.415822492,51482.1693789443,94419.2464435474,2011,Definitivo
COTOPAXI,05,Salcedo,0505,295604.153306303,121303.3057979,174300.847508403,2011,Definitivo
COTOPAXI,05,Saquisilí,0506,66134.0017968507,26102.3580277484,40031.6437691023,2011,Definitivo
COTOPAXI,05,Sigchos,0507,34437.0784773312,11830.3796663659,22606.6988109653,2011,Definitivo
CHIMBORAZO,06,Riobamba,0601,1649606.60743113,704709.400790105,944897.206641027,2011,Definitivo
CHIMBORAZO,06,Alausí,0602,87102.1449574052,31741.988748728,55360.1562086772,2011,Definitivo
CHIMBORAZO,06,Colta,0603,76414.9023898352,28658.0194994766,47756.8828903586,2011,Definitivo
CHIMBORAZO,06,Chambo,0604,47639.8313146303,20152.6547669709,27487.1765476595,2011,Definitivo
CHIMBORAZO,06,Chunchi,0605,43187.7454405947,16413.0922724258,26774.6531681689,2011,Definitivo
CHIMBORAZO,06,Guamote,0606,81862.5883409334,30394.7834639784,51467.804876955,2011,Definitivo
CHIMBORAZO,06,Guano,0607,123109.808111778,51209.0378059619,71900.7703058163,2011,Definitivo
CHIMBORAZO,06,Pallatanga,0608,24533.2950309612,9339.13056780588,15194.1644631553,2011,Definitivo
CHIMBORAZO,06,Penipe,0609,24021.2446436931,8970.98235498421,15050.2622887089,2011,Definitivo
CHIMBORAZO,06,Cumandá,0610,52938.9667310029,21189.513842909,31749.4528880938,2011,Definitivo
EL ORO,07,Machala,0701,2094576.05407051,839957.367508053,1254618.68656246,2011,Definitivo
EL ORO,07,Arenillas,0702,144898.263465669,65495.8233312884,79402.4401343803,2011,Definitivo
EL ORO,07,Atahualpa,0703,22051.5823282867,10846.9957768284,11204.5865514582,2011,Definitivo
EL ORO,07,Balsas,0704,43892.1605321215,18587.5973150869,25304.5632170346,2011,Definitivo
EL ORO,07,Chilla,0705,11955.6980548193,5827.10150366807,6128.59655115121,2011,Definitivo
EL ORO,07,El Guabo,0706,435058.734965362,172765.35861105,262293.376354312,2011,Definitivo
EL ORO,07,Huaquillas,0707,196421.975622387,73671.3941911557,122750.581431231,2011,Definitivo
EL ORO,07,Marcabelí,0708,21713.3926454044,9742.25820403094,11971.1344413735,2011,Definitivo
EL ORO,07,Pasaje,0709,362004.854267937,141079.146155875,220925.708112061,2011,Definitivo
EL ORO,07,Piñas,0710,129644.348963764,50393.4366021161,79250.9123616479,2011,Definitivo
EL ORO,07,Portovelo,0711,68618.1953723962,22696.9736058242,45921.221766572,2011,Definitivo
EL ORO,07,Santa Rosa,0712,544541.393633445,224910.84021867,319630.553414775,2011,Definitivo
EL ORO,07,Zaruma,0713,99250.0455610014,38208.4109416015,61041.6346193999,2011,Definitivo
EL ORO,07,Las Lajas,0714,19424.192335492,9062.343754442,10361.84858105,2011,Definitivo
ESMERALDAS,08,Esmeraldas,0801,905177.013154612,324120.582502911,581056.430651701,2011,Definitivo
ESMERALDAS,08,Eloy Alfaro,0802,92572.1485751979,26071.0860963642,66501.0624788336,2011,Definitivo
ESMERALDAS,08,Muisne,0803,58816.0748081625,17133.9744206364,41682.1003875261,2011,Definitivo
ESMERALDAS,08,Quinindé,0804,1005297.7984216,379091.093928631,626206.704492972,2011,Definitivo
ESMERALDAS,08,San Lorenzo,0805,84707.0381161293,24828.6743878549,59878.3637282744,2011,Definitivo
ESMERALDAS,08,Atacames,0806,183852.9523955,68585.3944409637,115267.557954536,2011,Definitivo
ESMERALDAS,08,Rioverde,0807,92202.3629043137,26395.5835243553,65806.7793799584,2011,Definitivo
ESMERALDAS,08,La Concordia,0808,278422.120793833,80106.1015456201,198316.019248213,2011,Definitivo
GUAYAS,09,Guayaquil,0901,27026244.0551558,12588157.608974,14438086.4461818,2011,Definitivo
GUAYAS,09,Alfredo Baquerizo Moreno,0902,67541.2652162068,28643.9400445919,38897.325171615,2011,Definitivo
GUAYAS,09,Balao,0903,155121.923615007,55076.3574599362,100045.566155071,2011,Definitivo
